x,y,t
5.36702,1.01264,1.71017e+09
5.36702,1.01264,1.71017e+09
5.36702,1.01264,1.71017e+09
5.36702,1.01264,1.71017e+09
5.36702,1.01264,1.71017e+09
5.36702,1.01264,1.71017e+09
5.36702,1.01264,1.71017e+09
5.36702,1.01264,1.71017e+09
5.36702,1.01264,1.71017e+09
5.36702,1.01264,1.71017e+09
5.36702,1.01264,1.71017e+09
5.36702,1.01264,1.71017e+09
5.36702,1.01264,1.71017e+09
5.36702,1.01264,1.71017e+09
5.36702,1.01264,1.71017e+09
5.36702,1.01264,1.71017e+09
5.36702,1.01264,1.71017e+09
5.36702,1.01264,1.71017e+09
5.36702,1.01264,1.71017e+09
5.36935,1.03165,1.71017e+09
5.36935,1.03165,1.71017e+09
5.36935,1.03165,1.71017e+09
5.36935,1.03165,1.71017e+09
5.36935,1.03165,1.71017e+09
5.36935,1.03165,1.71017e+09
5.36935,1.03165,1.71017e+09
5.36935,1.03165,1.71017e+09
5.36935,1.03165,1.71017e+09
5.36935,1.03165,1.71017e+09
5.36935,1.03165,1.71017e+09
5.36935,1.03165,1.71017e+09
5.36935,1.03165,1.71017e+09
5.36935,1.03165,1.71017e+09
5.36935,1.03165,1.71017e+09
5.36935,1.03165,1.71017e+09
5.36935,1.03165,1.71017e+09
5.36935,1.03165,1.71017e+09
5.36935,1.03165,1.71017e+09
5.36935,1.03165,1.71017e+09
5.36935,1.03165,1.71017e+09
5.36935,1.03165,1.71017e+09
5.36935,1.03165,1.71017e+09
5.36935,1.03165,1.71017e+09
5.37751,1.04646,1.71017e+09
5.37751,1.04646,1.71017e+09
5.37751,1.04646,1.71017e+09
5.37751,1.04646,1.71017e+09
5.37751,1.04646,1.71017e+09
5.37751,1.04646,1.71017e+09
5.37751,1.04646,1.71017e+09
5.37751,1.04646,1.71017e+09
5.37751,1.04646,1.71017e+09
5.37751,1.04646,1.71017e+09
5.37751,1.04646,1.71017e+09
5.37751,1.04646,1.71017e+09
5.37751,1.04646,1.71017e+09
5.37948,1.04799,1.71017e+09
5.37948,1.04799,1.71017e+09
5.37948,1.04799,1.71017e+09
5.37948,1.04799,1.71017e+09
5.37948,1.04799,1.71017e+09
5.37948,1.04799,1.71017e+09
5.37948,1.04799,1.71017e+09
5.37948,1.04799,1.71017e+09
5.37948,1.04799,1.71017e+09
5.37948,1.04799,1.71017e+09
5.37948,1.04799,1.71017e+09
5.37948,1.04799,1.71017e+09
5.37948,1.04799,1.71017e+09
5.37948,1.04799,1.71017e+09
5.37948,1.04799,1.71017e+09
5.37948,1.04799,1.71017e+09
5.37948,1.04799,1.71017e+09
5.37948,1.04799,1.71017e+09
5.37948,1.04799,1.71017e+09
5.38063,1.04489,1.71017e+09
5.38063,1.04489,1.71017e+09
5.38063,1.04489,1.71017e+09
5.38063,1.04489,1.71017e+09
5.38063,1.04489,1.71017e+09
5.38063,1.04489,1.71017e+09
5.38063,1.04489,1.71017e+09
5.38063,1.04489,1.71017e+09
5.38063,1.04489,1.71017e+09
5.38063,1.04489,1.71017e+09
5.38063,1.04489,1.71017e+09
5.38063,1.04489,1.71017e+09
5.38063,1.04489,1.71017e+09
5.38063,1.04489,1.71017e+09
5.38063,1.04489,1.71017e+09
5.38063,1.04489,1.71017e+09
5.38063,1.04489,1.71017e+09
5.38063,1.04489,1.71017e+09
5.38063,1.04489,1.71017e+09
5.38063,1.04489,1.71017e+09
5.38063,1.04489,1.71017e+09
5.38063,1.04489,1.71017e+09
5.38063,1.04489,1.71017e+09
5.38063,1.04489,1.71017e+09
5.38063,1.04489,1.71017e+09
5.38063,1.04489,1.71017e+09
5.38063,1.04489,1.71017e+09
5.38063,1.04489,1.71017e+09
5.38063,1.04489,1.71017e+09
5.38063,1.04489,1.71017e+09
5.38063,1.04489,1.71017e+09
5.38063,1.04489,1.71017e+09
5.38063,1.04489,1.71017e+09
5.38063,1.04489,1.71017e+09
5.38063,1.04489,1.71017e+09
5.38063,1.04489,1.71017e+09
5.38063,1.04489,1.71017e+09
5.38063,1.04489,1.71017e+09
5.38063,1.04489,1.71017e+09
5.38063,1.04489,1.71017e+09
5.38063,1.04489,1.71017e+09
5.38063,1.04489,1.71017e+09
5.37521,1.03754,1.71017e+09
5.37521,1.03754,1.71017e+09
5.37521,1.03754,1.71017e+09
5.37521,1.03754,1.71017e+09
5.37521,1.03754,1.71017e+09
5.37521,1.03754,1.71017e+09
5.37521,1.03754,1.71017e+09
5.37521,1.03754,1.71017e+09
5.37521,1.03754,1.71017e+09
5.37521,1.03754,1.71017e+09
5.37521,1.03754,1.71017e+09
5.37521,1.03754,1.71017e+09
5.37521,1.03754,1.71017e+09
5.37521,1.03754,1.71017e+09
5.37521,1.03754,1.71017e+09
5.37521,1.03754,1.71017e+09
5.37521,1.03754,1.71017e+09
5.37521,1.03754,1.71017e+09
5.37521,1.03754,1.71017e+09
5.37521,1.03754,1.71017e+09
5.37521,1.03754,1.71017e+09
5.37521,1.03754,1.71017e+09
5.37521,1.03754,1.71017e+09
5.37521,1.03754,1.71017e+09
5.37521,1.03754,1.71017e+09
5.37521,1.03754,1.71017e+09
5.37521,1.03754,1.71017e+09
5.37521,1.03754,1.71017e+09
5.37521,1.03754,1.71017e+09
5.37521,1.03754,1.71017e+09
5.37521,1.03754,1.71017e+09
5.37521,1.03754,1.71017e+09
5.37521,1.03754,1.71017e+09
5.37521,1.03754,1.71017e+09
5.37521,1.03754,1.71017e+09
5.37521,1.03754,1.71017e+09
5.37521,1.03754,1.71017e+09
5.37521,1.03754,1.71017e+09
5.37521,1.03754,1.71017e+09
5.37521,1.03754,1.71017e+09
5.37521,1.03754,1.71017e+09
5.37521,1.03754,1.71017e+09
5.37521,1.03754,1.71017e+09
5.37521,1.03754,1.71017e+09
5.37521,1.03754,1.71017e+09
5.37521,1.03754,1.71017e+09
5.37521,1.03754,1.71017e+09
5.37521,1.03754,1.71017e+09
5.37521,1.03754,1.71017e+09
5.37521,1.03754,1.71017e+09
5.37521,1.03754,1.71017e+09
5.37521,1.03754,1.71017e+09
5.37521,1.03754,1.71017e+09
5.37521,1.03754,1.71017e+09
5.36689,1.02062,1.71017e+09
5.36689,1.02062,1.71017e+09
5.36689,1.02062,1.71017e+09
5.36689,1.02062,1.71017e+09
5.36689,1.02062,1.71017e+09
5.36689,1.02062,1.71017e+09
5.36689,1.02062,1.71017e+09
5.36689,1.02062,1.71017e+09
5.36689,1.02062,1.71017e+09
5.36689,1.02062,1.71017e+09
5.36689,1.02062,1.71017e+09
5.36689,1.02062,1.71017e+09
5.36689,1.02062,1.71017e+09
5.36689,1.02062,1.71017e+09
5.36689,1.02062,1.71017e+09
5.36689,1.02062,1.71017e+09
5.36689,1.02062,1.71017e+09
5.36689,1.02062,1.71017e+09
5.36689,1.02062,1.71017e+09
5.36689,1.02062,1.71017e+09
5.36689,1.02062,1.71017e+09
5.36689,1.02062,1.71017e+09
5.36689,1.02062,1.71017e+09
5.36689,1.02062,1.71017e+09
5.36689,1.02062,1.71017e+09
5.36689,1.02062,1.71017e+09
5.36689,1.02062,1.71017e+09
5.36689,1.02062,1.71017e+09
5.36689,1.02062,1.71017e+09
5.36689,1.02062,1.71017e+09
5.36689,1.02062,1.71017e+09
5.36689,1.02062,1.71017e+09
5.36689,1.02062,1.71017e+09
5.36689,1.02062,1.71017e+09
5.36689,1.02062,1.71017e+09
5.36689,1.02062,1.71017e+09
5.36689,1.02062,1.71017e+09
5.36689,1.02062,1.71017e+09
5.36689,1.02062,1.71017e+09
5.36689,1.02062,1.71017e+09
5.36689,1.02062,1.71017e+09
5.36689,1.02062,1.71017e+09
5.36689,1.02062,1.71017e+09
5.36689,1.02062,1.71017e+09
5.36689,1.02062,1.71017e+09
5.36689,1.02062,1.71017e+09
5.36689,1.02062,1.71017e+09
5.36689,1.02062,1.71017e+09
5.36689,1.02062,1.71017e+09
5.36689,1.02062,1.71017e+09
5.36689,1.02062,1.71017e+09
5.36689,1.02062,1.71017e+09
5.36689,1.02062,1.71017e+09
5.36689,1.02062,1.71017e+09
5.36689,1.02062,1.71017e+09
5.36689,1.02062,1.71017e+09
5.36689,1.02062,1.71017e+09
5.36689,1.02062,1.71017e+09
5.36689,1.02062,1.71017e+09
5.36689,1.02062,1.71017e+09
5.36689,1.02062,1.71017e+09
5.36689,1.02062,1.71017e+09
5.36689,1.02062,1.71017e+09
5.36689,1.02062,1.71017e+09
5.36689,1.02062,1.71017e+09
5.36689,1.02062,1.71017e+09
5.36689,1.02062,1.71017e+09
5.36689,1.02062,1.71017e+09
5.36689,1.02062,1.71017e+09
5.36689,1.02062,1.71017e+09
5.36689,1.02062,1.71017e+09
5.35939,1,1.71017e+09
5.35939,1,1.71017e+09
5.35939,1,1.71017e+09
5.35939,1,1.71017e+09
5.35939,1,1.71017e+09
5.35939,1,1.71017e+09
5.35939,1,1.71017e+09
5.35939,1,1.71017e+09
5.35939,1,1.71017e+09
5.35939,1,1.71017e+09
5.35939,1,1.71017e+09
5.35939,1,1.71017e+09
5.35939,1,1.71017e+09
5.35939,1,1.71017e+09
5.35939,1,1.71017e+09
5.35939,1,1.71017e+09
5.35939,1,1.71017e+09
5.35939,1,1.71017e+09
5.35939,1,1.71017e+09
5.35939,1,1.71017e+09
5.35939,1,1.71017e+09
5.35939,1,1.71017e+09
5.35939,1,1.71017e+09
5.35939,1,1.71017e+09
5.35939,1,1.71017e+09
5.35939,1,1.71017e+09
5.35939,1,1.71017e+09
5.35939,1,1.71017e+09
5.35939,1,1.71017e+09
5.35939,1,1.71017e+09
5.35939,1,1.71017e+09
5.35939,1,1.71017e+09
5.35939,1,1.71017e+09
5.35939,1,1.71017e+09
5.35939,1,1.71017e+09
5.35939,1,1.71017e+09
5.35939,1,1.71017e+09
5.35939,1,1.71017e+09
5.35939,1,1.71017e+09
5.35939,1,1.71017e+09
5.35939,1,1.71017e+09
5.35939,1,1.71017e+09
5.35939,1,1.71017e+09
5.35939,1,1.71017e+09
5.35939,1,1.71017e+09
5.35939,1,1.71017e+09
5.35939,1,1.71017e+09
5.35939,1,1.71017e+09
5.35939,1,1.71017e+09
5.35939,1,1.71017e+09
5.35939,1,1.71017e+09
5.35939,1,1.71017e+09
5.35939,1,1.71017e+09
5.35939,1,1.71017e+09
5.35939,1,1.71017e+09
5.35939,1,1.71017e+09
5.35939,1,1.71017e+09
5.35939,1,1.71017e+09
5.35939,1,1.71017e+09
5.35939,1,1.71017e+09
5.35939,1,1.71017e+09
5.35939,1,1.71017e+09
5.35939,1,1.71017e+09
5.35939,1,1.71017e+09
5.35939,1,1.71017e+09
5.35939,1,1.71017e+09
5.35939,1,1.71017e+09
5.35939,1,1.71017e+09
5.35939,1,1.71017e+09
5.35939,1,1.71017e+09
5.35939,1,1.71017e+09
5.35939,1,1.71017e+09
5.35241,0.98137,1.71017e+09
5.35241,0.98137,1.71017e+09
5.35241,0.98137,1.71017e+09
5.35241,0.98137,1.71017e+09
5.35241,0.98137,1.71017e+09
5.35241,0.98137,1.71017e+09
5.35241,0.98137,1.71017e+09
5.35241,0.98137,1.71017e+09
5.35241,0.98137,1.71017e+09
5.35241,0.98137,1.71017e+09
5.35241,0.98137,1.71017e+09
5.35241,0.98137,1.71017e+09
5.35241,0.98137,1.71017e+09
5.35241,0.98137,1.71017e+09
5.35241,0.98137,1.71017e+09
5.35241,0.98137,1.71017e+09
5.35241,0.98137,1.71017e+09
5.35241,0.98137,1.71017e+09
5.35241,0.98137,1.71017e+09
5.35241,0.98137,1.71017e+09
5.35241,0.98137,1.71017e+09
