x,y,t
0.629171,0.997513,1.71017e+09
0.629171,0.997513,1.71017e+09
0.629171,0.997513,1.71017e+09
0.629171,0.997513,1.71017e+09
0.629171,0.997513,1.71017e+09
0.629171,0.997513,1.71017e+09
0.629171,0.997513,1.71017e+09
0.629171,0.997513,1.71017e+09
0.629171,0.997513,1.71017e+09
0.629171,0.997513,1.71017e+09
0.629171,0.997513,1.71017e+09
0.629171,0.997513,1.71017e+09
0.629171,0.997513,1.71017e+09
0.629171,0.997513,1.71017e+09
0.629171,0.997513,1.71017e+09
0.629171,0.997513,1.71017e+09
0.629171,0.997513,1.71017e+09
0.629171,0.997513,1.71017e+09
0.629171,0.997513,1.71017e+09
0.629171,0.997513,1.71017e+09
0.629171,0.997513,1.71017e+09
0.629171,0.997513,1.71017e+09
0.629171,0.997513,1.71017e+09
0.629171,0.997513,1.71017e+09
0.629171,0.997513,1.71017e+09
0.629171,0.997513,1.71017e+09
0.629171,0.997513,1.71017e+09
0.629171,0.997513,1.71017e+09
0.629171,0.997513,1.71017e+09
0.629171,0.997513,1.71017e+09
0.629171,0.997513,1.71017e+09
0.629171,0.997513,1.71017e+09
0.629171,0.997513,1.71017e+09
0.629171,0.997513,1.71017e+09
0.629171,0.997513,1.71017e+09
0.629171,0.997513,1.71017e+09
0.629171,0.997513,1.71017e+09
0.629171,0.997513,1.71017e+09
0.629171,0.997513,1.71017e+09
0.629171,0.997513,1.71017e+09
0.629171,0.997513,1.71017e+09
0.629171,0.997513,1.71017e+09
0.629171,0.997513,1.71017e+09
0.629171,0.997513,1.71017e+09
0.629171,0.997513,1.71017e+09
0.629171,0.997513,1.71017e+09
0.629171,0.997513,1.71017e+09
0.629171,0.997513,1.71017e+09
0.629171,0.997513,1.71017e+09
0.629171,0.997513,1.71017e+09
0.629171,0.997513,1.71017e+09
0.629171,0.997513,1.71017e+09
0.629171,0.997513,1.71017e+09
0.629171,0.997513,1.71017e+09
0.629171,0.997513,1.71017e+09
0.629171,0.997513,1.71017e+09
0.629171,0.997513,1.71017e+09
0.629171,0.997513,1.71017e+09
0.629171,0.997513,1.71017e+09
0.629171,0.997513,1.71017e+09
0.629171,0.997513,1.71017e+09
0.629171,0.997513,1.71017e+09
0.629171,0.997513,1.71017e+09
0.629171,0.997513,1.71017e+09
0.629171,0.997513,1.71017e+09
0.629171,0.997513,1.71017e+09
0.629171,0.997513,1.71017e+09
0.629171,0.997513,1.71017e+09
0.629171,0.997513,1.71017e+09
0.629171,0.997513,1.71017e+09
0.629171,0.997513,1.71017e+09
0.629171,0.997513,1.71017e+09
0.629171,0.997513,1.71017e+09
0.629171,0.997513,1.71017e+09
0.610094,1.01561,1.71017e+09
0.610094,1.01561,1.71017e+09
0.610094,1.01561,1.71017e+09
0.610094,1.01561,1.71017e+09
0.610094,1.01561,1.71017e+09
0.610094,1.01561,1.71017e+09
0.610094,1.01561,1.71017e+09
0.610094,1.01561,1.71017e+09
0.610094,1.01561,1.71017e+09
0.610094,1.01561,1.71017e+09
0.610094,1.01561,1.71017e+09
0.610094,1.01561,1.71017e+09
0.610094,1.01561,1.71017e+09
0.610094,1.01561,1.71017e+09
0.610094,1.01561,1.71017e+09
0.610094,1.01561,1.71017e+09
0.610094,1.01561,1.71017e+09
0.610094,1.01561,1.71017e+09
0.610094,1.01561,1.71017e+09
0.610094,1.01561,1.71017e+09
0.610094,1.01561,1.71017e+09
0.610094,1.01561,1.71017e+09
0.610094,1.01561,1.71017e+09
0.610094,1.01561,1.71017e+09
0.610094,1.01561,1.71017e+09
0.610094,1.01561,1.71017e+09
0.610094,1.01561,1.71017e+09
0.610094,1.01561,1.71017e+09
0.610094,1.01561,1.71017e+09
0.610094,1.01561,1.71017e+09
0.610094,1.01561,1.71017e+09
0.610094,1.01561,1.71017e+09
0.610094,1.01561,1.71017e+09
0.610094,1.01561,1.71017e+09
0.610094,1.01561,1.71017e+09
0.610094,1.01561,1.71017e+09
0.610094,1.01561,1.71017e+09
0.610094,1.01561,1.71017e+09
0.610094,1.01561,1.71017e+09
0.610094,1.01561,1.71017e+09
0.610094,1.01561,1.71017e+09
0.610094,1.01561,1.71017e+09
0.610094,1.01561,1.71017e+09
0.610094,1.01561,1.71017e+09
0.610094,1.01561,1.71017e+09
0.610094,1.01561,1.71017e+09
0.610094,1.01561,1.71017e+09
0.610094,1.01561,1.71017e+09
0.610094,1.01561,1.71017e+09
0.610094,1.01561,1.71017e+09
0.610094,1.01561,1.71017e+09
0.610094,1.01561,1.71017e+09
0.610094,1.01561,1.71017e+09
0.610094,1.01561,1.71017e+09
0.610094,1.01561,1.71017e+09
0.610094,1.01561,1.71017e+09
0.610094,1.01561,1.71017e+09
0.610094,1.01561,1.71017e+09
0.610094,1.01561,1.71017e+09
0.610094,1.01561,1.71017e+09
0.610094,1.01561,1.71017e+09
0.610094,1.01561,1.71017e+09
0.610094,1.01561,1.71017e+09
0.610094,1.01561,1.71017e+09
0.610094,1.01561,1.71017e+09
0.610094,1.01561,1.71017e+09
0.610094,1.01561,1.71017e+09
0.610094,1.01561,1.71017e+09
0.610094,1.01561,1.71017e+09
0.610094,1.01561,1.71017e+09
0.610094,1.01561,1.71017e+09
0.610094,1.01561,1.71017e+09
0.594425,1.04659,1.71017e+09
0.594425,1.04659,1.71017e+09
0.594425,1.04659,1.71017e+09
0.594425,1.04659,1.71017e+09
0.594425,1.04659,1.71017e+09
0.594425,1.04659,1.71017e+09
0.594425,1.04659,1.71017e+09
0.594425,1.04659,1.71017e+09
0.594425,1.04659,1.71017e+09
0.594425,1.04659,1.71017e+09
0.594425,1.04659,1.71017e+09
0.594425,1.04659,1.71017e+09
0.594425,1.04659,1.71017e+09
0.594425,1.04659,1.71017e+09
0.594425,1.04659,1.71017e+09
0.594425,1.04659,1.71017e+09
0.594425,1.04659,1.71017e+09
0.594425,1.04659,1.71017e+09
