x,y,t
0.633469,0.946173,1.71017e+09
0.633469,0.946173,1.71017e+09
0.633469,0.946173,1.71017e+09
0.633469,0.946173,1.71017e+09
0.633469,0.946173,1.71017e+09
0.633469,0.946173,1.71017e+09
0.633469,0.946173,1.71017e+09
0.633469,0.946173,1.71017e+09
0.633469,0.946173,1.71017e+09
0.633469,0.946173,1.71017e+09
0.633469,0.946173,1.71017e+09
0.633469,0.946173,1.71017e+09
0.633469,0.946173,1.71017e+09
0.633469,0.946173,1.71017e+09
0.633469,0.946173,1.71017e+09
0.633469,0.946173,1.71017e+09
0.633469,0.946173,1.71017e+09
0.633469,0.946173,1.71017e+09
0.633469,0.946173,1.71017e+09
0.633469,0.946173,1.71017e+09
0.633469,0.946173,1.71017e+09
0.633469,0.946173,1.71017e+09
0.633469,0.946173,1.71017e+09
0.633469,0.946173,1.71017e+09
0.633469,0.946173,1.71017e+09
0.633469,0.946173,1.71017e+09
0.633469,0.946173,1.71017e+09
0.633469,0.946173,1.71017e+09
0.633469,0.946173,1.71017e+09
0.633469,0.946173,1.71017e+09
0.633469,0.946173,1.71017e+09
0.633469,0.946173,1.71017e+09
0.633469,0.946173,1.71017e+09
0.633469,0.946173,1.71017e+09
0.633469,0.946173,1.71017e+09
0.633469,0.946173,1.71017e+09
0.633469,0.946173,1.71017e+09
0.633469,0.946173,1.71017e+09
0.633469,0.946173,1.71017e+09
0.623298,0.93846,1.71017e+09
0.623298,0.93846,1.71017e+09
0.623298,0.93846,1.71017e+09
0.623298,0.93846,1.71017e+09
0.623298,0.93846,1.71017e+09
0.623298,0.93846,1.71017e+09
0.623298,0.93846,1.71017e+09
0.623298,0.93846,1.71017e+09
0.623298,0.93846,1.71017e+09
0.623298,0.93846,1.71017e+09
0.623298,0.93846,1.71017e+09
0.623298,0.93846,1.71017e+09
0.623298,0.93846,1.71017e+09
0.623298,0.93846,1.71017e+09
0.623298,0.93846,1.71017e+09
0.623298,0.93846,1.71017e+09
0.623298,0.93846,1.71017e+09
