x,y,t
0.598239,1.02348,1.71017e+09
0.598239,1.02348,1.71017e+09
0.598239,1.02348,1.71017e+09
0.598239,1.02348,1.71017e+09
0.598239,1.02348,1.71017e+09
0.598239,1.02348,1.71017e+09
0.598239,1.02348,1.71017e+09
0.598239,1.02348,1.71017e+09
0.598239,1.02348,1.71017e+09
0.598239,1.02348,1.71017e+09
0.598239,1.02348,1.71017e+09
0.598239,1.02348,1.71017e+09
0.598239,1.02348,1.71017e+09
0.598239,1.02348,1.71017e+09
0.598239,1.02348,1.71017e+09
0.598239,1.02348,1.71017e+09
0.598239,1.02348,1.71017e+09
0.598239,1.02348,1.71017e+09
0.598239,1.02348,1.71017e+09
0.598239,1.02348,1.71017e+09
0.598239,1.02348,1.71017e+09
0.598239,1.02348,1.71017e+09
0.598239,1.02348,1.71017e+09
0.598239,1.02348,1.71017e+09
0.598239,1.02348,1.71017e+09
0.598239,1.02348,1.71017e+09
0.598239,1.02348,1.71017e+09
0.598239,1.02348,1.71017e+09
0.598239,1.02348,1.71017e+09
0.598239,1.02348,1.71017e+09
0.598239,1.02348,1.71017e+09
0.598239,1.02348,1.71017e+09
0.598239,1.02348,1.71017e+09
0.598239,1.02348,1.71017e+09
0.598239,1.02348,1.71017e+09
0.598239,1.02348,1.71017e+09
0.598239,1.02348,1.71017e+09
0.598239,1.02348,1.71017e+09
0.598239,1.02348,1.71017e+09
0.598239,1.02348,1.71017e+09
0.598239,1.02348,1.71017e+09
0.598239,1.02348,1.71017e+09
0.598239,1.02348,1.71017e+09
0.598239,1.02348,1.71017e+09
0.598239,1.02348,1.71017e+09
0.598239,1.02348,1.71017e+09
0.598239,1.02348,1.71017e+09
0.598239,1.02348,1.71017e+09
0.598239,1.02348,1.71017e+09
0.598239,1.02348,1.71017e+09
0.598239,1.02348,1.71017e+09
0.598239,1.02348,1.71017e+09
0.598239,1.02348,1.71017e+09
0.598239,1.02348,1.71017e+09
0.598239,1.02348,1.71017e+09
0.598239,1.02348,1.71017e+09
0.598239,1.02348,1.71017e+09
0.598239,1.02348,1.71017e+09
0.598239,1.02348,1.71017e+09
0.598239,1.02348,1.71017e+09
0.598239,1.02348,1.71017e+09
0.598239,1.02348,1.71017e+09
0.598239,1.02348,1.71017e+09
0.598239,1.02348,1.71017e+09
0.598239,1.02348,1.71017e+09
0.598239,1.02348,1.71017e+09
0.598239,1.02348,1.71017e+09
0.598239,1.02348,1.71017e+09
0.598239,1.02348,1.71017e+09
0.600875,1.03851,1.71017e+09
0.600875,1.03851,1.71017e+09
0.600875,1.03851,1.71017e+09
0.600875,1.03851,1.71017e+09
0.600875,1.03851,1.71017e+09
0.600875,1.03851,1.71017e+09
0.600875,1.03851,1.71017e+09
0.600875,1.03851,1.71017e+09
0.600875,1.03851,1.71017e+09
0.600875,1.03851,1.71017e+09
0.600875,1.03851,1.71017e+09
0.600875,1.03851,1.71017e+09
0.600875,1.03851,1.71017e+09
